business_name,category,city,address,phone,website,maps_url,rating,review_count,extracted_date,source_query
ABOGADOS VIÑA DEL MAR,abogados,Viña del Mar,"Villanelo 180, oficina 912, 2571493 Viña del Mar, Valparaíso, Chile",+56323195952,http://www.abogadosconsultoreschile.cl/,https://www.google.com/maps/search/?api=1&query=ABOGADOS%20VI%C3%91A%20DEL%20MAR&query_place_id=ChIJLVTWE3fdiZYRz_Vd9z5Wa_0,4.8,35,2026-02-25,abogado Viña del Mar
Abogados Alvarez & Rivera,abogados,Viña del Mar,"Arlegui 263, 2340000 Viña del Mar, Valparaíso, Chile",+56987291285,https://abogadosalvarezyrivera.cl/,https://www.google.com/maps/search/?api=1&query=Abogados%20Alvarez%20%26%20Rivera&query_place_id=ChIJ_XE_2mDdiZYR1POyQ4CUFlY,3.6,32,2026-02-25,abogado Viña del Mar
Notaría Carlos Horacio Guzman Baigorria,abogados,Viña del Mar,"Chillán 595, of 203, 3700000 San Fernando, O'Higgins, Chile",+56722373066,http://www.notariaguzman.cl/,https://www.google.com/maps/search/?api=1&query=Notar%C3%ADa%20Carlos%20Horacio%20Guzman%20Baigorria&query_place_id=ChIJI6WsIxGQZJYRJVg2LbcV5wA,3.1,31,2026-02-25,abogado Viña del Mar
Torre Del Puerto,abogados,Viña del Mar,"Antonio Varas 216, Puerto Montt, Los Lagos, Chile",+56964284158,,https://www.google.com/maps/search/?api=1&query=Torre%20Del%20Puerto&query_place_id=ChIJVycVUlA6GJYReNk9Tz9ZcxI,4.2,30,2026-02-25,abogado Viña del Mar
Notaría Osorno - Pablo Eisendecher Bertin,abogados,Viña del Mar,"Bernardo O'Higgins 691, 5312351 Osorno, Los Lagos, Chile",+56642641222,https://www.notariaeisendecher.cl/,https://www.google.com/maps/search/?api=1&query=Notar%C3%ADa%20Osorno%20-%20Pablo%20Eisendecher%20Bertin&query_place_id=ChIJudMoMp03FpYRAR02zEq1T7A,4.5,28,2026-02-25,abogado Viña del Mar
Defensa Civil Abogados y Propiedades,abogados,Viña del Mar,"Av Edmundo Eluchans 2255, Departamento 153, 2540005 Viña del Mar, Valparaíso, Chile",+56981568207,http://www.defensacivilabogados.com/,https://www.google.com/maps/search/?api=1&query=Defensa%20Civil%20Abogados%20y%20Propiedades&query_place_id=ChIJrxREb9ndiZYRtVa6ptAqIbo,5,28,2026-02-25,abogado Viña del Mar
Abogados Laborales Abarca & Herrera,abogados,Viña del Mar,"2 Nte. 505, 2520000 Viña del Mar, Valparaíso, Chile",+56981909157,https://abogadoabarcav.wixsite.com/abarcayherrera,https://www.google.com/maps/search/?api=1&query=Abogados%20Laborales%20Abarca%20%26%20Herrera&query_place_id=ChIJXwySt47diZYR_umuTqnqsYc,5,27,2026-02-25,abogado Viña del Mar
Conservador De Bienes Raices Talcahuano,abogados,Viña del Mar,"Colón 3140, 4270952 Talcahuano, Bío Bío, Chile",+56412589383,http://conservadortalcahuano.cl/,https://www.google.com/maps/search/?api=1&query=Conservador%20De%20Bienes%20Raices%20Talcahuano&query_place_id=ChIJp9Kl-Fo1aJYR3cdOLVjB_IQ,3.8,26,2026-02-25,abogado Viña del Mar
Abogado Laboral Daniel Toro Alcayaga,abogados,Viña del Mar,"C. Limache 1724, oficina 1802, 2520000 Viña del Mar, Valparaíso, Chile",+56322155496,http://www.deltorocia.cl/,https://www.google.com/maps/search/?api=1&query=Abogado%20Laboral%20Daniel%20Toro%20Alcayaga&query_place_id=ChIJi5FLsuXfiZYRGrK_AjPyG7Q,5,25,2026-02-25,abogado Viña del Mar
MGM abogados Viña del Mar,abogados,Viña del Mar,"13 Nte. 853, 803, Viña del Mar, Valparaíso, Chile",+56972918986,http://www.mgm-abogados.cl/,https://www.google.com/maps/search/?api=1&query=MGM%20abogados%20Vi%C3%B1a%20del%20Mar&query_place_id=ChIJnQRX8sLdiZYR4qmk0cDvebc,5,16,2026-02-25,abogado Viña del Mar
Castillo Mujica Sion Abogados,abogados,Viña del Mar,"Edificio Contemporáneo - Avenida Libertad, 2 Pte. n° 63, oficina 502, 2520000 Viña del Mar, Valparaíso, Chile",+56979964603,https://castillomujicasionabogados.cl/familia,https://www.google.com/maps/search/?api=1&query=Castillo%20Mujica%20Sion%20Abogados&query_place_id=ChIJ04LiuT4dGGoRb0SPp8dec98,5,15,2026-02-25,abogado Viña del Mar
Liquidadeudas: Libérate de tus deudas,abogados,Viña del Mar,"Etchevers 268, Viña del Mar, Valparaíso, Oficina 62, 2200055 Viña del Mar, Valparaíso, Chile",+56935296208,http://www.liquidadeudas.cl/,https://www.google.com/maps/search/?api=1&query=Liquidadeudas%3A%20Lib%C3%A9rate%20de%20tus%20deudas&query_place_id=ChIJN8OW72ThiZYRTnz2e6G-rls,5,13,2026-02-25,abogado Viña del Mar
Chaigneau Abarca y Asociados,abogados,Viña del Mar,"4 Ote. 475, 2520000 Viña del Mar, Valparaíso, Chile",+56974330624,https://chaigneauabarcaabogados.cl/,https://www.google.com/maps/search/?api=1&query=Chaigneau%20Abarca%20y%20Asociados&query_place_id=ChIJS9CZMC3diZYRfn8mLipOsI0,5,12,2026-02-25,abogado Viña del Mar
Cancino Abogados,abogados,Viña del Mar,"Av. San Martín 1330, 2520000 Viña del Mar, Valparaíso, Chile",+56956075464,https://www.cancinoabogados.cl/,https://www.google.com/maps/search/?api=1&query=Cancino%20Abogados&query_place_id=ChIJqaC-QgayoqERuATaHvhGYpI,5,11,2026-02-25,abogado Viña del Mar
Abogado Penal Viña Del Mar,abogados,Viña del Mar,"Viana 1275, 2520000 Viña del Mar, Valparaíso, Chile",+56936812967,https://abogadopenalespinoza.cl/,https://www.google.com/maps/search/?api=1&query=Abogado%20Penal%20Vi%C3%B1a%20Del%20Mar&query_place_id=ChIJ6wQrYUoGdgERZ61f2Ewni7U,5,9,2026-02-25,abogado Viña del Mar
Abogados Viña del Mar,abogados,Viña del Mar,"Dos Norte Nº643 , Viña del Mar Oficina 21, Edificio Don Jose entre Uno Poniente y Libertad Viña del Mar Valparaíso CL, 2520666, Chile",+56323127232,,https://www.google.com/maps/search/?api=1&query=Abogados%20Vi%C3%B1a%20del%20Mar&query_place_id=ChIJKSyveGPdiZYROOIanOFkTv0,4.4,9,2026-02-25,abogado Viña del Mar
Abogados Laborales Temuco,abogados,Viña del Mar,"Edificio Plaza Centenario - Arturo Prat 696, of 418, 4791133 Temuco, Araucanía, Chile",+56974581536,,https://www.google.com/maps/search/?api=1&query=Abogados%20Laborales%20Temuco&query_place_id=ChIJ_49OE9vTFJYRz2CNbifzNU4,5,9,2026-02-25,abogado Viña del Mar
Tu Abogado Defensor,abogados,Viña del Mar,"1 Nte. 525, oficina 404, 2520000 Viña del Mar, Valparaíso, Chile",+56941175434,http://www.tuabogadodefensor.cl/,https://www.google.com/maps/search/?api=1&query=Tu%20Abogado%20Defensor&query_place_id=ChIJj6U7kwreiZYRWJDqgtFUUGw,4.6,9,2026-02-25,abogado Viña del Mar
"Notaría Gonzalo Cruz, Lautaro",abogados,Viña del Mar,"José Miguel Carrera 340, segundo - Centro Comercial CentroMás, piso, Oficina 31, 4860000 Lautaro, Araucanía, Chile",+56452599122,http://notariagonzalocruz.cl/,https://www.google.com/maps/search/?api=1&query=Notar%C3%ADa%20Gonzalo%20Cruz%2C%20Lautaro&query_place_id=ChIJ35YI7SLUFJYRdB7gVYybOVA,4.5,8,2026-02-25,abogado Viña del Mar
Conservador De Bienes Raíces De Rengo,abogados,Viña del Mar,"Diego Portales 102-A, 2940870 Rengo, O'Higgins, Chile",+56722512148,http://www.conservadorderengo.cl/,https://www.google.com/maps/search/?api=1&query=Conservador%20De%20Bienes%20Ra%C3%ADces%20De%20Rengo&query_place_id=ChIJ9VJ_YUyeZJYRPZyhEfYE3XM,4.1,7,2026-02-25,abogado Viña del Mar
Notaría Enrique Ortiz Schindler,abogados,Viña del Mar,"C. 1 Sur 898, 3461945 Talca, Maule, Chile",+56712533798,https://infonotarias.cl/talca/segunda-notaria-talca/,https://www.google.com/maps/search/?api=1&query=Notar%C3%ADa%20Enrique%20Ortiz%20Schindler&query_place_id=ChIJQZ5gJqHGZZYRXj285JL1zTQ,2.6,7,2026-02-25,abogado Viña del Mar
Estudio Jurídico Laboral,abogados,Viña del Mar,"1 Ote. 252, Viña del Mar, Valparaíso, Chile",+56973781151,http://www.estudiovina.cl/,https://www.google.com/maps/search/?api=1&query=Estudio%20Jur%C3%ADdico%20Laboral&query_place_id=ChIJlT2iKzndiZYR9dhTntNFOeY,3.9,7,2026-02-25,abogado Viña del Mar
Sánchez y León Abogados,abogados,Viña del Mar,"Reñaca Nte. 25, Oficina 1502, 2542629 Viña del Mar, Valparaíso, Chile",+56995921489,https://sanchezyleon.cl/,https://www.google.com/maps/search/?api=1&query=S%C3%A1nchez%20y%20Le%C3%B3n%20Abogados&query_place_id=ChIJuTcOQBbdiZYRXgNm8-56nq0,5,7,2026-02-25,abogado Viña del Mar
AR Cumplimiento Laboral - Abogado Laboral,abogados,Viña del Mar,"14 Nte. 976, Piso 9, 2530901 Viña del Mar, Valparaíso, Chile",+56967274402,http://www.arcumplimientolaboral.cl/,https://www.google.com/maps/search/?api=1&query=AR%20Cumplimiento%20Laboral%20-%20Abogado%20Laboral&query_place_id=ChIJf8enDXXdiZYRAmjT1n3YE0A,5,7,2026-02-25,abogado Viña del Mar
Abogados www.vinadelmar.cl En Linea V Region,abogados,Viña del Mar,"2 Ote. 124, oficina 302, 2520784 Viña del Mar, Valparaíso, Chile",+56992829679,http://www.abogadosvinadelmar.cl/,https://www.google.com/maps/search/?api=1&query=Abogados%20www.vinadelmar.cl%20En%20Linea%20V%20Region&query_place_id=ChIJK4d0WinhiZYR9c6iOv8DGO0,2.3,6,2026-02-25,abogado Viña del Mar
Abogados Soluciones Legales Viña del Mar,abogados,Viña del Mar,"7 Nte. 645, Oficina 1002, Viña del Mar, Valparaíso, Chile",+56990521548,http://www.slvm.cl/,https://www.google.com/maps/search/?api=1&query=Abogados%20Soluciones%20Legales%20Vi%C3%B1a%20del%20Mar&query_place_id=ChIJ5cwQB-fdiZYRhdnkUgdEabI,3.7,6,2026-02-25,abogado Viña del Mar
"Legal Antonucci, abogada Valparaíso y Región Metropolitana",abogados,Viña del Mar,,+56986466078,https://www.notion.so/Legal-Antonucci-2c343e84da46802bb7dbf6ae9072bf45?source=copy_link,https://www.google.com/maps/search/?api=1&query=Legal%20Antonucci%2C%20abogada%20Valpara%C3%ADso%20y%20Regi%C3%B3n%20Metropolitana&query_place_id=ChIJQQrBDSGsH2gRSUo7kweR-u4,5,6,2026-02-25,abogado Viña del Mar
Abogado de Familia Viña del Mar,abogados,Viña del Mar,"Arlegui 440, Oficina 910, 2520000 Valparaíso, Viña del Mar, Valparaíso, Chile",+56989339929,http://www.abogadofamiliavina.cl/,https://www.google.com/maps/search/?api=1&query=Abogado%20de%20Familia%20Vi%C3%B1a%20del%20Mar&query_place_id=ChIJtXgvKADdiZYRneVwkUzZxX8,5,5,2026-02-25,abogado Viña del Mar
Abogado Nicolás Videla Canessa - Asesorías jurídicas NV,abogados,Viña del Mar,"2560765 Viña del Mar, Valparaíso, Chile",+56986580627,,https://www.google.com/maps/search/?api=1&query=Abogado%20Nicol%C3%A1s%20Videla%20Canessa%20-%20Asesor%C3%ADas%20jur%C3%ADdicas%20NV&query_place_id=ChIJrexp8Ro8aGURD6Lpay2wt2Q,5,4,2026-02-25,abogado Viña del Mar
Benjamín García | Abogado Viña del Mar | Abogado Concón,abogados,Viña del Mar,"Av Edmundo Eluchans 581, 2542536 Viña del Mar, Valparaíso, Chile",+56994074555,,https://www.google.com/maps/search/?api=1&query=Benjam%C3%ADn%20Garc%C3%ADa%20%7C%20Abogado%20Vi%C3%B1a%20del%20Mar%20%7C%20Abogado%20Conc%C3%B3n&query_place_id=ChIJP5qrhpWYzgUR-uGHRlU2lDM,5,3,2026-02-25,abogado Viña del Mar
Abogadas Viña del Mar,abogados,Viña del Mar,"Etchevers 158, 2580353 Viña del Mar, Valparaíso, Chile",+56994395767,http://www.abogadasvinadelmar.cl/,https://www.google.com/maps/search/?api=1&query=Abogadas%20Vi%C3%B1a%20del%20Mar&query_place_id=ChIJoQt81CDdiZYRlf_6oIwNdDE,5,3,2026-02-25,abogado Viña del Mar
Franco & Cía. Abogados,abogados,Viña del Mar,"Claro Solar 835, 4791057 Temuco, Araucanía, Chile",+56452405405,http://www.francoycia.cl/,https://www.google.com/maps/search/?api=1&query=Franco%20%26%20C%C3%ADa.%20Abogados&query_place_id=ChIJxfbw7N3TFJYRD4hyGG7mQKE,5,3,2026-02-25,abogado Viña del Mar
Altamar Asociados,abogados,Viña del Mar,"Edificio El Escorial, oficina 108 - Plaza Vergara 172, Pl. Vergara 172, Viña del Mar, Valparaíso, Chile",+56979312131,http://www.altamarasociados.cl/,https://www.google.com/maps/search/?api=1&query=Altamar%20Asociados&query_place_id=ChIJuenydgreiZYRtKesWRzog2Q,5,2,2026-02-25,abogado Viña del Mar
Grupo Abogados Defensores,abogados,Viña del Mar,"7 Nte. 645, Oficina 508, Viña del Mar, Valparaíso, Chile",+56229797044,,https://www.google.com/maps/search/?api=1&query=Grupo%20Abogados%20Defensores&query_place_id=ChIJfQ_-DqjdiZYR0jsHmu3CYy4,2.5,2,2026-02-25,abogado Viña del Mar
Abogados Alarcón & Álvarez,abogados,Viña del Mar,"Av. Libertad 448, oficina 05, 2520739 Viña del Mar, Valparaíso, Chile",+56322993827,,https://www.google.com/maps/search/?api=1&query=Abogados%20Alarc%C3%B3n%20%26%20%C3%81lvarez&query_place_id=ChIJbZ_2CejdiZYRhAtJCKt94j0,5,2,2026-02-25,abogado Viña del Mar
Abogados laborales Viña del Mar,abogados,Viña del Mar,"2 Ote. 124, Oficina 302 Edificio O 2, 2520784 Viña del Mar, Valparaíso, Chile",+56977413998,https://www.abogadoslaborales.cl/,https://www.google.com/maps/search/?api=1&query=Abogados%20laborales%20Vi%C3%B1a%20del%20Mar&query_place_id=ChIJf2XpYSndiZYRsHCiar1F1kQ,5,1,2026-02-25,abogado Viña del Mar
Abogada Maria Paz Vergara Mauad,abogados,Viña del Mar,"Oficina, C. Limache 1270, Viña del Mar, Valparaíso, Chile",+56983190498,,https://www.google.com/maps/search/?api=1&query=Abogada%20Maria%20Paz%20Vergara%20Mauad&query_place_id=ChIJl4-OxjffiZYRwF0TGnlme84,5,1,2026-02-25,abogado Viña del Mar
Lorenzini y Damian Abogados Laborales,abogados,Viña del Mar,"Av. Libertad N°919, oficina 71,72 y 73, 2520053 Viña del Mar, Valparaíso, Chile",+56323325054,https://www.laborlex.cl/,https://www.google.com/maps/search/?api=1&query=Lorenzini%20y%20Damian%20Abogados%20Laborales&query_place_id=ChIJufsfqwfdiZYRvRGNE8M5dcw,5,1,2026-02-25,abogado Viña del Mar
Estudio Jurídico Figueroa & Morales,abogados,Viña del Mar,"4 Ote. 475, 2531104 Viña del Mar, Valparaíso, Chile",+56964170093,http://www.abogadossanitarios.cl/,https://www.google.com/maps/search/?api=1&query=Estudio%20Jur%C3%ADdico%20Figueroa%20%26%20Morales&query_place_id=ChIJUR7o69fgiZYRXOIMiVyxHo4,1,1,2026-02-25,abogado Viña del Mar
Del Puerto Abogados,abogados,Viña del Mar,"12 Nte. 785, Oficina 609, 2520000 Viña del Mar, Valparaíso, Chile",+56322931521,https://www.delpuerto.cl/,https://www.google.com/maps/search/?api=1&query=Del%20Puerto%20Abogados&query_place_id=ChIJedXfs63diZYRwk2YiFhy2xM,5,1,2026-02-25,abogado Viña del Mar
Juan Inti Lazcano Sanhueza Abogado,abogados,Viña del Mar,"Av. Libertad 63, oficina 601, 2520314 Viña del Mar, Valparaíso, Chile",+56989917829,https://juanlazcano.cl/,https://www.google.com/maps/search/?api=1&query=Juan%20Inti%20Lazcano%20Sanhueza%20Abogado&query_place_id=ChIJr-wz6NfgiZYRzNzSzSnLyKE,5,1,2026-02-25,abogado Viña del Mar
Daniel Iturra Álvarez Abogado,abogados,Viña del Mar,"Arlegui 263 Edificio Gala, oficinas 608 y 609, 2571440 Valparaíso, Viña del Mar, Chile",+56974375858,,https://www.google.com/maps/search/?api=1&query=Daniel%20Iturra%20%C3%81lvarez%20Abogado&query_place_id=ChIJjczborXfiZYRz_n6zfu9b54,5,1,2026-02-25,abogado Viña del Mar
Jaime Hernan Vizcarra Leibovich,abogados,Viña del Mar,"Av. Libertad 63, 2520314 Viña del Mar, Valparaíso, Chile",+56322693221,https://www.vizcarraabogados.cl/,https://www.google.com/maps/search/?api=1&query=Jaime%20Hernan%20Vizcarra%20Leibovich&query_place_id=ChIJSykWVeDdiZYRPVZjAz9OPtM,5,1,2026-02-25,abogado Viña del Mar
Astuya & Cia. Abogados,abogados,Viña del Mar,"Av. Valparaíso Nº 585, oficina 505, Viña del Mar, Valparaíso, Chile",+56940475675,,https://www.google.com/maps/search/?api=1&query=Astuya%20%26%20Cia.%20Abogados&query_place_id=ChIJR-QRYz3diZYRED_uWPV_UBQ,5,1,2026-02-25,abogado Viña del Mar
Egaña Vivanco Abogados.,abogados,Viña del Mar,"C. Limache 3421, Oficina 715, 2562126 Viña del Mar, Valparaíso, Chile",+56322153520,https://www.evabogados.cl/,https://www.google.com/maps/search/?api=1&query=Ega%C3%B1a%20Vivanco%20Abogados.&query_place_id=ChIJ5eoB4ufdiZYRPH8xcKEbPcA,4,1,2026-02-25,abogado Viña del Mar
VILLALOBOS ABOGADOS,abogados,Viña del Mar,"1 Nte. 525, 2520309 Viña del Mar, Valparaíso, Chile",+56322687806,http://www.villalobosabogados.cl/contacto/,https://www.google.com/maps/search/?api=1&query=VILLALOBOS%20ABOGADOS&query_place_id=ChIJj_qYnOHdiZYRL1jJwPRgYeE,5,1,2026-02-25,abogado Viña del Mar
Herrera Abogados,abogados,Viña del Mar,"Av. Libertad 237, Viña del Mar, Valparaíso, Chile",+56322976758,http://www.herreraabogados.cl/prueba/paginas/jlv.html,https://www.google.com/maps/search/?api=1&query=Herrera%20Abogados&query_place_id=ChIJIdP53eDdiZYRcvwoE4XS9uo,5,1,2026-02-25,abogado Viña del Mar
abogada viña del mar,abogados,Viña del Mar,"Traslaviña 160, 2571480 Viña del Mar, Valparaíso, Chile",+56974859306,,https://www.google.com/maps/search/?api=1&query=abogada%20vi%C3%B1a%20del%20mar&query_place_id=ChIJT4sM2O3diZYRyT3pyERV3mw,,0,2026-02-25,abogado Viña del Mar
Abogados B & S — Viña del Mar,abogados,Viña del Mar,"Av. Libertad 798, 2520997 Viña del Mar, Valparaíso, Chile",+56323349940,http://www.litigantesbys.cl/contacto/,https://www.google.com/maps/search/?api=1&query=Abogados%20B%20%26%20S%20%E2%80%94%20Vi%C3%B1a%20del%20Mar&query_place_id=ChIJ2-Oc6ufdiZYRlGsM0HzyRGU,,0,2026-02-25,abogado Viña del Mar
