business_name,category,city,address,phone,website,maps_url,rating,review_count,extracted_date,source_query
Delgado & Albornoz Abogados,abogados,Santiago,"Moneda 1479, of. 91, 8340483 Santiago, Región Metropolitana, Chile",+56964621548,https://www.legalmente.cl/,https://www.google.com/maps/search/?api=1&query=Delgado%20%26%20Albornoz%20Abogados&query_place_id=ChIJNVlnp6jFYpYR1oH7R9_UYXg,4.7,80,2026-02-25,abogado Santiago
Estudio Juridico Clark & Cía Abogados - Abogados de Concepción,abogados,Santiago,"Colo Colo 222, Of . 712, 4070142 Concepción, Bío Bío, Chile",+56972483769,https://clarkabogados.cl/,https://www.google.com/maps/search/?api=1&query=Estudio%20Juridico%20Clark%20%26%20C%C3%ADa%20Abogados%20-%20Abogados%20de%20Concepci%C3%B3n&query_place_id=ChIJkStoFsK1aZYRcdqugYboLLo,4.9,75,2026-02-25,abogado Santiago
Ortiz Espinoza Abogados,abogados,Santiago,"Av. Vicuña Mackenna 327, oficina 1225, 8320000 Santiago, Región Metropolitana, Chile",+56945700453,http://www.oycia.cl/,https://www.google.com/maps/search/?api=1&query=Ortiz%20Espinoza%20Abogados&query_place_id=ChIJ59lw-UfFYpYR8ZR-LxakjkY,5,65,2026-02-25,abogado Santiago
Velasco Abogados y Compañía,abogados,Santiago,"Santo Domingo 1443, Oficina 4 Piso 2, 8340260 Santiago, Región Metropolitana, Chile",+56979470290,https://velascoabogadosycia.cl/contacto/,https://www.google.com/maps/search/?api=1&query=Velasco%20Abogados%20y%20Compa%C3%B1%C3%ADa&query_place_id=ChIJ-ZajTKjFYpYRZECjS3XpVp4,4.9,62,2026-02-25,abogado Santiago
Pactum Abogados Antofagasta,abogados,Santiago,"Edificio José López - Almte. Juan José Latorre 2579, Oficina 207, 1271712 Antofagasta, Chile",+56927790388,http://www.pactumabogados.cl/,https://www.google.com/maps/search/?api=1&query=Pactum%20Abogados%20Antofagasta&query_place_id=ChIJxZuzjJbVr5YRfKDvTN_gxzQ,4.9,61,2026-02-25,abogado Santiago
Corporacion de Asistencia Judicial de la Region,abogados,Santiago,"C. Dr. Sotero del Rio 132, 8250070 La Florida, Región Metropolitana, Chile",+566004402000,http://www.cajmetro.cl/,https://www.google.com/maps/search/?api=1&query=Corporacion%20de%20Asistencia%20Judicial%20de%20la%20Region&query_place_id=ChIJ96a08evQYpYRoiu0T-ayeNc,2.2,61,2026-02-25,abogado Santiago
Pro Solución Abogados,abogados,Santiago,"P.º Matías Cousiño 64, OF 707, 1030000 Santiago, Región Metropolitana, Chile",+56964469092,https://www.prosolucion.cl/,https://www.google.com/maps/search/?api=1&query=Pro%20Soluci%C3%B3n%20Abogados&query_place_id=ChIJ7-bbpsXaYpYReDWQflro3r0,4.9,56,2026-02-25,abogado Santiago
Defensadespidos.cl | Abogados Laborales Concepción,abogados,Santiago,"Colo Colo 222, Oficina 801, 4030000 Concepción, Bío Bío, Chile",+56224229827,https://defensadespidos.cl/,https://www.google.com/maps/search/?api=1&query=Defensadespidos.cl%20%7C%20Abogados%20Laborales%20Concepci%C3%B3n&query_place_id=ChIJGb7yQTu1aZYRwgVKB1E55zU,4.7,55,2026-02-25,abogado Santiago
Uribe abogados Laborales,abogados,Santiago,"Huérfanos 779, oficina 202, 8320167 Santiago, Región Metropolitana, Chile",+56950124153,https://uribeabogadoslaborales.cl/,https://www.google.com/maps/search/?api=1&query=Uribe%20abogados%20Laborales&query_place_id=ChIJARJvx3_FYpYRQSzDb1D-Q9o,4.9,54,2026-02-25,abogado Santiago
Defensas y Negocios Jurídicos Abogados,abogados,Santiago,"Pje. Rosa Rodríguez 1375, oficina 203, 8320000 Santiago, Región Metropolitana, Chile",+56965609938,http://www.defensasynegocios.cl/,https://www.google.com/maps/search/?api=1&query=Defensas%20y%20Negocios%20Jur%C3%ADdicos%20Abogados&query_place_id=ChIJI_2op7vPYpYR9XPUhJv-_pg,5,53,2026-02-25,abogado Santiago
"Edson Dettoni, Abogado",abogados,Santiago,"Huérfanos 1117, oficina 404, 8340369 Santiago, Región Metropolitana, Chile",+56978423795,http://www.dettoni.cl/,https://www.google.com/maps/search/?api=1&query=Edson%20Dettoni%2C%20Abogado&query_place_id=ChIJhyYTtRnFYpYR3_uWWEqS6mI,4.7,41,2026-02-25,abogado Santiago
Estudio Jurídico AIJ Abogados,abogados,Santiago,"Calle Victoria Subercaseaux 69 oficina 604, 8320154 Santiago, Región Metropolitana, Chile",+56973732844,https://www.aijabogados.cl/,https://www.google.com/maps/search/?api=1&query=Estudio%20Jur%C3%ADdico%20AIJ%20Abogados&query_place_id=ChIJc1pBoZ7FYpYRXlqBR0FEu5w,4.6,37,2026-02-25,abogado Santiago
Abogado Penalista FC,abogados,Santiago,"Huérfanos 1011, of. 521, 8320186 Santiago, Región Metropolitana, Chile",+56986627380,https://www.abogadopenalistafc.cl/,https://www.google.com/maps/search/?api=1&query=Abogado%20Penalista%20FC&query_place_id=ChIJqzZ6IxLFYpYRIlfq3p8Ea8o,5,36,2026-02-25,abogado Santiago
G&B Abogados - Santiago Chile,abogados,Santiago,"Sta. Magdalena 75, Oficina 304, 7510057 Providencia, Santiago, Región Metropolitana, Chile",+56976637035,https://garcesybaeza.cl/,https://www.google.com/maps/search/?api=1&query=G%26B%20Abogados%20-%20Santiago%20Chile&query_place_id=ChIJs2-oQJGaZSERRX9IGaWNfCo,5,35,2026-02-25,abogado Santiago
Jorge Flores Del Portillo Abogado,abogados,Santiago,"Merced 1042, 1611332 Vallenar, Atacama, Chile",+56998915636,https://web.facebook.com/jfloresdelportillo,https://www.google.com/maps/search/?api=1&query=Jorge%20Flores%20Del%20Portillo%20Abogado&query_place_id=ChIJF3r7wVVJl5YRrOsnleUo0Xo,5,33,2026-02-25,abogado Santiago
Notaría Lazcano,abogados,Santiago,"Bolognesi 360, Arica, Arica y Parinacota, Chile",,http://www.notarialazcano.cl/,https://www.google.com/maps/search/?api=1&query=Notar%C3%ADa%20Lazcano&query_place_id=ChIJ5Z9g75OpWpERAB0NjJjOxpU,2.2,32,2026-02-25,abogado Santiago
MEDIACIÓN FAMILIAR PRIVADA LA SERENA Y COQUIMBO.,abogados,Santiago,"Cristóbal Colón 352, OFICINA 209, 1700000 La Serena, Coquimbo, Chile",+56975292636,https://nexusjuridicomedia.wixsite.com/nexusjuridico,https://www.google.com/maps/search/?api=1&query=MEDIACI%C3%93N%20FAMILIAR%20PRIVADA%20LA%20SERENA%20Y%20COQUIMBO.&query_place_id=ChIJ2-oQs7XLkZYR4rEaGQwh5cA,5,32,2026-02-25,abogado Santiago
Nestor Juan Araya Blazina,abogados,Santiago,"Serrano 386, 1100553 Iquique, Tarapacá, Chile",+56572396900,,https://www.google.com/maps/search/?api=1&query=Nestor%20Juan%20Araya%20Blazina&query_place_id=ChIJ6eg8onwUUpER3E0eubfkDC0,2,31,2026-02-25,abogado Santiago
Notaría Andrés Cuevas,abogados,Santiago,"Luis Uribe 330, 1100490 Iquique, Tarapacá, Chile",+56572268370,https://www.notariacuevas.cl/contactenos/,https://www.google.com/maps/search/?api=1&query=Notar%C3%ADa%20Andr%C3%A9s%20Cuevas&query_place_id=ChIJvyyBhVYRUpER5v8qqdo-eeU,2.8,29,2026-02-25,abogado Santiago
Jadue y Cía Abogados,abogados,Santiago,"Brasil 571, Oficina 26, 1611261 Vallenar, Atacama, Chile",+56512349756,http://www.jadueycia.cl/,https://www.google.com/maps/search/?api=1&query=Jadue%20y%20C%C3%ADa%20Abogados&query_place_id=ChIJh6FAu4ZIl5YRtWdvU1X_I2g,4.7,28,2026-02-25,abogado Santiago
Santana & Cía.,abogados,Santiago,"Bartolomé Vivar 1667, 1394250 Calama, Antofagasta, Chile",+56930811109,,https://www.google.com/maps/search/?api=1&query=Santana%20%26%20C%C3%ADa.&query_place_id=ChIJDUXf7roJrJYRpctE9GOUtXQ,5,28,2026-02-25,abogado Santiago
Andrade Abogados de familia en Santiago,abogados,Santiago,"Eyzaguirre 1140, 8330649 Santiago, Región Metropolitana, Chile",+56997979797,,https://www.google.com/maps/search/?api=1&query=Andrade%20Abogados%20de%20familia%20en%20Santiago&query_place_id=ChIJiTomAKqCSYcR0d3AaD4ICII,4.3,27,2026-02-25,abogado Santiago
Juan Santiago Espinosa Bancalari,abogados,Santiago,"Libertador Gral. Bernardo O'Higgins 528, Concepción, Bío Bío, Chile",+56412796800,https://notariaespinosa.cl/,https://www.google.com/maps/search/?api=1&query=Juan%20Santiago%20Espinosa%20Bancalari&query_place_id=ChIJpTXqltC1aZYRRfwhNfDd_Hw,3.6,26,2026-02-25,abogado Santiago
FS Abogado,abogados,Santiago,"Agustinas 1022, oficina 1010, 8320245 Santiago, Región Metropolitana, Chile",+56979763559,http://www.abogadofs.com/,https://www.google.com/maps/search/?api=1&query=FS%20Abogado&query_place_id=ChIJS2Jx9szFYpYRbqVQUVt0CCo,5,22,2026-02-25,abogado Santiago
"Abogaley | Bufete de Abogados en Santiago, Huérfanos - Presencial y Online",abogados,Santiago,"Huérfanos 669, oficina 405, 8320174 Santiago, Región Metropolitana, Chile",+56227534786,https://www.abogaley.cl/,https://www.google.com/maps/search/?api=1&query=Abogaley%20%7C%20Bufete%20de%20Abogados%20en%20Santiago%2C%20Hu%C3%A9rfanos%20-%20Presencial%20y%20Online&query_place_id=ChIJ7WAxfQ3FYpYRYMwYvj1EQfk,5,20,2026-02-25,abogado Santiago
Barías y Cabezas Abogados,abogados,Santiago,"Huérfanos 1294, 8320000 Santiago, Región Metropolitana, Chile",+56990026716,http://www.bcabogados.cl/,https://www.google.com/maps/search/?api=1&query=Bar%C3%ADas%20y%20Cabezas%20Abogados&query_place_id=ChIJMYaDyKXFYpYRJET8EL3xfK4,5,20,2026-02-25,abogado Santiago
Abogado Juan De La Fuente,abogados,Santiago,"Dr. Sótero del Río 508, oficina 632, 8340297 Santiago, Región Metropolitana, Chile",+56995018014,https://www.abogadojuandelafuente.cl/,https://www.google.com/maps/search/?api=1&query=Abogado%20Juan%20De%20La%20Fuente&query_place_id=ChIJgwtAlzPFYpYRWCaL58MhcDM,4.8,19,2026-02-25,abogado Santiago
Pablo Vicuña Abogados,abogados,Santiago,,+56940687115,https://linktr.ee/vicunaabogados,https://www.google.com/maps/search/?api=1&query=Pablo%20Vicu%C3%B1a%20Abogados&query_place_id=ChIJoS-jH0mHzgYR_wxrlMu0LF4,5,16,2026-02-25,abogado Santiago
Abogado Laboral Santiago,abogados,Santiago,,+56923908943,https://abogadolaboralsantiago.cl/,https://www.google.com/maps/search/?api=1&query=Abogado%20Laboral%20Santiago&query_place_id=ChIJbWM0jESRroARkD8_tQ-d8kc,5,15,2026-02-25,abogado Santiago
"Soluciones Judiciales, Abogados en Santiago",abogados,Santiago,"Agustinas 972, oficina 512, 8320236 Santiago, Región Metropolitana, Chile",+56226381034,http://www.solucionesjudiciales.cl/,https://www.google.com/maps/search/?api=1&query=Soluciones%20Judiciales%2C%20Abogados%20en%20Santiago&query_place_id=ChIJ1Rv7MqLFYpYRryyBtFZpoTw,4.4,15,2026-02-25,abogado Santiago
Escobar y Asociados,abogados,Santiago,"Arturo Prat 548, oficina 601, 1240000 Antofagasta, Chile",+56953224311,http://www.escobaryasociados.cl/,https://www.google.com/maps/search/?api=1&query=Escobar%20y%20Asociados&query_place_id=ChIJcbJfYSbVr5YR4-rSwQ3XcnU,5,14,2026-02-25,abogado Santiago
Ubal y Castillo Abogados,abogados,Santiago,"Prof.ª Amanda Labarca N° 96, oficina 63, 6513491 Santiago, Región Metropolitana, Chile",+56974522407,https://ubalcastilloabogados.cl/,https://www.google.com/maps/search/?api=1&query=Ubal%20y%20Castillo%20Abogados&query_place_id=ChIJyzNDUUDFYpYR3h-AhS2IAgo,5,10,2026-02-25,abogado Santiago
Caucoto Abogados,abogados,Santiago,"Dr. Sótero del Río 326, 8340384 Santiago, Región Metropolitana, Chile",+56226715793,http://caucoto.cl/nosotros/,https://www.google.com/maps/search/?api=1&query=Caucoto%20Abogados&query_place_id=ChIJS-Q9taXFYpYRd23QyD-X7Qg,4.6,10,2026-02-25,abogado Santiago
Abogado Penal Rodolfo Salazar,abogados,Santiago,"Gral. Gana 1675, 8370799 Santiago, Región Metropolitana, Chile",+56985588712,https://www.abogadorodolfosalazar.cl/,https://www.google.com/maps/search/?api=1&query=Abogado%20Penal%20Rodolfo%20Salazar&query_place_id=ChIJbQJ9LJDFYpYRGY7pMVlFkZE,4.6,10,2026-02-25,abogado Santiago
Opazo y Cia. Abogados,abogados,Santiago,"Pje. Emilio Körner 1082, Oficina 5, 6200000 Punta Arenas, Magallanes y la Antártica Chilena, Chile",+56991390434,https://www.opazoycia.cl/,https://www.google.com/maps/search/?api=1&query=Opazo%20y%20Cia.%20Abogados&query_place_id=ChIJpfNE-Hljsr0RB91reYxFvrw,2.3,10,2026-02-25,abogado Santiago
Bustos Gomez - Abogados Penalistas Santiago,abogados,Santiago,"Isidora Goyenechea 3250, Oficina 1002 Piso 10, 7550083 Las Condes, Región Metropolitana, Chile",+56933040845,https://bustosgomez.cl/,https://www.google.com/maps/search/?api=1&query=Bustos%20Gomez%20-%20Abogados%20Penalistas%20Santiago&query_place_id=ChIJVVVllIbFYpYRVGkw2xROLjU,4.1,9,2026-02-25,abogado Santiago
Abogado Itiel Olivares.,abogados,Santiago,"Huérfanos 1294, oficina 35, 8340424 Santiago, Región Metropolitana, Chile",+56958787878,https://www.facebook.com/abogadoitielolivares/,https://www.google.com/maps/search/?api=1&query=Abogado%20Itiel%20Olivares.&query_place_id=ChIJR_ESBUXFYpYRw6N7ExA_W0Q,5,8,2026-02-25,abogado Santiago
Abogado Cristóbal Riveros,abogados,Santiago,"Teatinos 690, 8340264 Santiago, Región Metropolitana, Chile",+56949012093,,https://www.google.com/maps/search/?api=1&query=Abogado%20Crist%C3%B3bal%20Riveros&query_place_id=ChIJPdnblGWfs0ARJ0YaOhxL2BI,5,7,2026-02-25,abogado Santiago
VA - Vidal Abogados,abogados,Santiago,"Edificio Singular - Gral. Manuel Baquedano 50, Oficina 1011, Antofagasta, Chile",+56552496845,http://vidalabogados.cl/,https://www.google.com/maps/search/?api=1&query=VA%20-%20Vidal%20Abogados&query_place_id=ChIJX5mr7QvVr5YRWlusK5hnIyM,5,7,2026-02-25,abogado Santiago
Abogado Alfredo Robles Galleguillos,abogados,Santiago,"Compañía de Jesús 1390, of 1606, 8340395 Santiago, Región Metropolitana, Chile",+56956833293,https://www.instagram.com/abogadoalfredorobles/,https://www.google.com/maps/search/?api=1&query=Abogado%20Alfredo%20Robles%20Galleguillos&query_place_id=ChIJfWQ5dY7FYpYRY-aUhkSOuZQ,5,6,2026-02-25,abogado Santiago
LEX SOLUTIO - ABOGADOS,abogados,Santiago,,+56962644111,https://www.abogadavaleria.cl/,https://www.google.com/maps/search/?api=1&query=LEX%20SOLUTIO%20-%20ABOGADOS&query_place_id=ChIJsYOBm3-VgUgRbzM1Yhg0R2k,5,6,2026-02-25,abogado Santiago
Salinas & Ojeda,abogados,Santiago,"C. Dr. Sotero del Rio, 8250046 Santiago, La Florida, Región Metropolitana, Chile",+56984551713,https://www.salinasyojeda.cl/sociedades,https://www.google.com/maps/search/?api=1&query=Salinas%20%26%20Ojeda&query_place_id=ChIJuQBOfevQYpYRvvXinduyg5M,5,6,2026-02-25,abogado Santiago
SEGURIDAD JURÍDICA CHILE,abogados,Santiago,"Mata 309 Oficina C La Serena, Santiago Trigo 550, Coquimbo, La Serena, Coquimbo, Chile",+56961422349,,https://www.google.com/maps/search/?api=1&query=SEGURIDAD%20JUR%C3%8DDICA%20CHILE&query_place_id=ChIJ1QYWPSbLkZYRU5NbXl1o6ig,4,4,2026-02-25,abogado Santiago
Abogados Asistencia Jurídica,abogados,Santiago,"José Santiago Aldunate 1557, Oficina 5, 1780000 Coquimbo, Chile",+56983621095,http://www.abogadosasistenciajuridica.cl/,https://www.google.com/maps/search/?api=1&query=Abogados%20Asistencia%20Jur%C3%ADdica&query_place_id=ChIJ7wxHCezJkZYRCRDCfMqrNs8,5,4,2026-02-25,abogado Santiago
Abogado Diego Contreras Cares,abogados,Santiago,"Sta. Amalia 806, 2do piso, of. A, Santiago, La Florida, Región Metropolitana, Chile",+56997780105,,https://www.google.com/maps/search/?api=1&query=Abogado%20Diego%20Contreras%20Cares&query_place_id=ChIJ13d04d3QYpYRlRjAwUZdiQw,4,4,2026-02-25,abogado Santiago
Defensoría Laboral Santiago,abogados,Santiago,"Bandera 566, oficina 88, 8340660 Santiago, Región Metropolitana, Chile",+56951567641,,https://www.google.com/maps/search/?api=1&query=Defensor%C3%ADa%20Laboral%20Santiago&query_place_id=ChIJ-RPqQn3PYpYR2ExatBVRv1s,4,3,2026-02-25,abogado Santiago
Masabogados,abogados,Santiago,"Portugal 451, depto 913, Santiago, Región Metropolitana, Chile",,https://www.masabogados.cl/,https://www.google.com/maps/search/?api=1&query=Masabogados&query_place_id=ChIJWavoO3fFYpYRu7ZmUIDQp9M,3.7,3,2026-02-25,abogado Santiago
Mediación Familiar Privada Peritajes Sociales Y Económicos,abogados,Santiago,"Miguel Aguirre 500, 400, 1840609 Ovalle, Coquimbo, Chile",+56964947105,,https://www.google.com/maps/search/?api=1&query=Mediaci%C3%B3n%20Familiar%20Privada%20Peritajes%20Sociales%20Y%20Econ%C3%B3micos&query_place_id=ChIJ7d7L7EdLjpYRKEygX-1tftM,5,3,2026-02-25,abogado Santiago
Rojas & Cía Abogados,abogados,Santiago,"Trinitarias 159, 4070247 Concepción, Bío Bío, Chile",+56412129570,http://www.rojasycia.com/,https://www.google.com/maps/search/?api=1&query=Rojas%20%26%20C%C3%ADa%20Abogados&query_place_id=ChIJccpoz9a1aZYRZXMDCRYRghc,3,2,2026-02-25,abogado Santiago
Godoy Abogados,abogados,Santiago,"Gral. Manuel Baquedano 50, Oficina 814, 1240000 Antofagasta, Chile",+56552222102,http://www.godoyabogados.cl/,https://www.google.com/maps/search/?api=1&query=Godoy%20Abogados&query_place_id=ChIJWQSTXCPVr5YRDvvTdDDR4Fc,3,2,2026-02-25,abogado Santiago
Mediación STGO,abogados,Santiago,"Paseo Ahumada 131, oficina 703, 8320238 Santiago, Región Metropolitana, Chile",+56941913825,https://www.mediacion-stgo.cl/,https://www.google.com/maps/search/?api=1&query=Mediaci%C3%B3n%20STGO&query_place_id=ChIJJ_hpL-XFYpYR50-YvgxF8_c,5,2,2026-02-25,abogado Santiago
Erika Viñales Muñoz,abogados,Santiago,"Madame Curie 2362, 1393295 Calama, Antofagasta, Chile",+56995479529,,https://www.google.com/maps/search/?api=1&query=Erika%20Vi%C3%B1ales%20Mu%C3%B1oz&query_place_id=ChIJh_rfcccJrJYRanddTUv_d28,5,2,2026-02-25,abogado Santiago
Estudio Jurídico Trincado Moreno & Asociados,abogados,Santiago,"Agustinas 1022, Oficina 328, 7500000 Santiago, Región Metropolitana, Chile",+56233398855,http://www.capitalabogados.cl/,https://www.google.com/maps/search/?api=1&query=Estudio%20Jur%C3%ADdico%20Trincado%20Moreno%20%26%20Asociados&query_place_id=ChIJ2UqHlE_PYpYRb1NaWU7QKW0,5,2,2026-02-25,abogado Santiago
S E ABOGADOS,abogados,Santiago,,+56985281744,http://www.seabogados.cl/,https://www.google.com/maps/search/?api=1&query=S%20E%20ABOGADOS&query_place_id=ChIJ_5YiU0HRYpYRtZx6EjcR3h8,5,2,2026-02-25,abogado Santiago
Santiago Abogado,abogados,Santiago,"Miraflores 455, 212, 8320000 Santiago, Región Metropolitana, Chile",,https://santiagoabogado.cl/,https://www.google.com/maps/search/?api=1&query=Santiago%20Abogado&query_place_id=ChIJ1S7bceXFYpYRijTf-C_tljY,5,1,2026-02-25,abogado Santiago
Fiscalía Regional de Tarapacá,abogados,Santiago,"Manuel Bulnes 445, 1101212 Iquique, Tarapacá, Chile",+56572242800,http://www.fiscaliadechile.cl/,https://www.google.com/maps/search/?api=1&query=Fiscal%C3%ADa%20Regional%20de%20Tarapac%C3%A1&query_place_id=ChIJkRSmmf4TUpERzy0RXufDOGI,2,1,2026-02-25,abogado Santiago
Soc. Fernando Mellado y compañia limitada,abogados,Santiago,"Manuel Montt 850, 4791058 Temuco, Araucanía, Chile",+56948474219,,https://www.google.com/maps/search/?api=1&query=Soc.%20Fernando%20Mellado%20y%20compa%C3%B1ia%20limitada&query_place_id=ChIJ43vo19vTFJYRI6vjT17yEas,5,1,2026-02-25,abogado Santiago
Belmar Abogados,abogados,Santiago,"Claro Solar 835, 4780000 Temuco, Araucanía, Chile",+56944525947,https://www.belmarabogados.cl/,https://www.google.com/maps/search/?api=1&query=Belmar%20Abogados&query_place_id=ChIJ9VvTEGLTFJYRSBruLVlHa08,5,1,2026-02-25,abogado Santiago
Gonzalez y Araya Abogados,abogados,Santiago,"Santiago 476, Vallenar, Atacama, Chile",,http://57.230.61.159/,https://www.google.com/maps/search/?api=1&query=Gonzalez%20y%20Araya%20Abogados&query_place_id=ChIJQaQVHwBJl5YRciaP_OSbKTo,5,1,2026-02-25,abogado Santiago
Abogado Alejandro Rubio Pellón,abogados,Santiago,"José Santiago Aldunate 1586, 2 piso - Oficina 11, 1781103 Coquimbo, Chile",+56991627541,http://www.abogadoarp.cl/,https://www.google.com/maps/search/?api=1&query=Abogado%20Alejandro%20Rubio%20Pell%C3%B3n&query_place_id=ChIJxyfphzPJkZYRgOD1nl876QM,5,1,2026-02-25,abogado Santiago
APL Abogados,abogados,Santiago,"Manuel Antonio Matta N°189, 1702332 La Serena, Coquimbo, Chile",+56989297338,http://www.aplabogados.cl/,https://www.google.com/maps/search/?api=1&query=APL%20Abogados&query_place_id=ChIJ1ziwRHfKkZYRDzNZ8DETv5Y,5,1,2026-02-25,abogado Santiago
Rodrigo Rojas & Abogados Asociados,abogados,Santiago,"Carmen 338, 1840000 Ovalle, Coquimbo, Chile",+56532630886,http://www.rrabogados.cl/,https://www.google.com/maps/search/?api=1&query=Rodrigo%20Rojas%20%26%20Abogados%20Asociados&query_place_id=ChIJ9VLX_6VKjpYRnn141KRUuXM,1,1,2026-02-25,abogado Santiago
Diaz & Asociados - Abogados Concepción,abogados,Santiago,"Libertador Gral. Bernardo O'Higgins 1186, OFICINA 603, Concepción, Bío Bío, Chile",+56991288526,https://diazyasociados.cl/,https://www.google.com/maps/search/?api=1&query=Diaz%20%26%20Asociados%20-%20Abogados%20Concepci%C3%B3n&query_place_id=ChIJd2UuC0u1aZYR85792bm3Oyk,,0,2026-02-25,abogado Santiago
Abogados C&M,abogados,Santiago,"Colo colo 379 oficina 907, Concepción, Bío Bío, Chile",+56998844662,,https://www.google.com/maps/search/?api=1&query=Abogados%20C%26M&query_place_id=ChIJKUEU6NG1aZYRPCVgtC_foe4,,0,2026-02-25,abogado Santiago
G&M Abogados,abogados,Santiago,"Av. Padre Alberto Hurtado n° 432, oficina 115, Concepción, Bío Bío, Chile",+56981303454,https://gymabogados.cl/contacto/,https://www.google.com/maps/search/?api=1&query=G%26M%20Abogados&query_place_id=ChIJq6qW89K1aZYR3uZsk-T-hyQ,,0,2026-02-25,abogado Santiago
